,type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
1991,0.0,108.0,4,4,3,0.0,2468.0,1,0,1,2.0,0.0,2.0
1992,0.0,75.0,3,3,3,1.0,2034.0,0,0,0,1.0,1.0,3.35
1993,0.0,9.0,2,2,2,3.0,1100.0,0,0,1,2.0,2.0,1.26
1994,0.0,92.0,3,3,3,0.0,1969.0,1,0,1,1.0,2.0,1.15
1995,0.0,9.0,3,3,3,3.0,1456.0,0,1,1,2.0,1.0,2.0
1996,0.0,111.0,1,1,1,1.0,344.0,0,0,1,1.0,2.0,0.25
1997,1.0,5.0,8,8,0,1.0,1782.0,0,0,1,1.0,1.0,1.1
1998,1.0,25.0,5,5,1,3.0,2778.0,0,0,1,1.0,1.0,4.5
1999,0.0,67.0,3,3,3,0.0,2200.0,0,0,1,1.0,2.0,1.7
2000,0.0,78.0,3,4,3,3.0,2000.0,1,0,0,2.0,2.0,3.45
2001,0.0,78.0,5,5,3,1.0,3321.0,1,0,1,2.0,0.0,4.5
2002,1.0,16.0,4,4,3,1.0,6230.04,1,0,1,2.0,1.0,6.75
2003,0.0,47.0,1,1,0,3.0,669.0,0,0,1,1.0,2.0,0.55
2004,0.0,109.0,4,3,3,1.0,1765.0,0,0,1,1.0,0.0,0.95
2005,0.0,82.0,3,3,1,3.0,1419.0,0,0,1,2.0,0.0,1.32
2006,0.0,65.0,4,5,3,0.0,3000.0,1,0,2,0.0,0.0,10.0
2007,1.0,106.0,3,3,2,2.0,2367.2,0,0,0,1.0,1.0,3.2
2008,0.0,74.0,4,6,3,3.0,3932.0,1,1,0,2.0,0.0,9.14
2009,0.0,107.0,3,3,3,3.0,1500.0,0,0,1,2.0,1.0,1.27
2010,0.0,111.0,2,2,1,3.0,610.0,0,0,0,2.0,2.0,0.31
2011,0.0,81.0,2,2,2,1.0,1180.0,0,0,1,1.0,2.0,0.84
2012,0.0,82.0,4,4,2,3.0,1819.0,0,0,0,2.0,2.0,1.75
2013,0.0,16.0,3,4,3,3.0,2339.0,1,0,1,2.0,0.0,2.25
2014,0.0,86.0,3,3,3,3.0,1466.0,0,0,0,1.0,2.0,1.2
2015,0.0,89.0,2,2,1,1.0,1556.0,0,0,1,1.0,2.0,1.5
2016,0.0,97.0,4,5,3,3.0,2535.0,0,0,1,2.0,1.0,1.75
2017,1.0,43.0,6,5,3,3.0,4497.68,0,0,1,1.0,2.0,8.0
2018,0.0,115.0,2,2,3,3.0,1131.0,0,0,1,0.0,0.0,0.96
2019,0.0,96.0,3,3,3,3.0,1617.0,1,0,2,1.0,0.0,2.3
2020,0.0,43.0,4,4,3,1.0,2000.0,1,0,1,1.0,2.0,2.3
2021,0.0,79.0,3,4,3,3.0,2490.0,1,0,0,2.0,0.0,3.65
2022,0.0,47.0,2,2,2,1.0,667.0,0,0,1,1.0,2.0,0.4
2023,1.0,85.0,5,4,3,1.0,2603.92,1,0,0,1.0,1.0,5.25
2024,0.0,14.0,3,4,3,3.0,2057.0,1,0,0,0.0,2.0,1.39
2025,0.0,111.0,2,2,1,3.0,563.0,0,0,2,1.0,2.0,0.32
2026,1.0,61.0,6,5,3,0.0,3077.36,1,0,0,1.0,2.0,12.5
2027,1.0,119.0,2,2,1,0.0,556.0,0,0,1,1.0,1.0,0.35
2028,0.0,19.0,5,5,2,3.0,3500.0,1,0,1,0.0,2.0,4.1
2029,0.0,85.0,3,3,3,3.0,1788.0,1,0,1,1.0,2.0,1.51
2030,0.0,14.0,2,2,1,3.0,496.0,0,0,1,1.0,2.0,0.36
2031,0.0,115.0,2,2,3,3.0,1154.0,0,0,1,0.0,2.0,0.71
2032,1.0,61.0,5,5,3,0.0,3238.76,1,0,1,1.0,1.0,10.56
2033,0.0,89.0,2,2,2,1.0,1289.0,0,0,0,0.0,0.0,1.4
2034,0.0,13.0,4,6,3,3.0,2131.0,1,0,1,2.0,2.0,2.1
2035,0.0,58.0,3,3,3,0.0,1493.0,0,1,2,0.0,1.0,1.42
2036,0.0,25.0,4,4,0,2.0,3250.0,0,0,1,1.0,2.0,4.26
2037,0.0,84.0,4,5,3,0.0,2114.0,1,0,0,2.0,2.0,2.1
2038,0.0,4.0,5,6,3,3.0,9050.0,1,0,1,1.0,0.0,7.5
2039,0.0,98.0,3,3,3,3.0,1668.0,0,0,2,0.0,2.0,1.59
2040,0.0,115.0,2,2,2,1.0,640.0,0,0,1,2.0,2.0,0.26
2041,0.0,77.0,2,2,3,1.0,1015.0,0,0,1,1.0,2.0,2.1
2042,0.0,115.0,2,2,2,3.0,762.0,0,0,1,2.0,2.0,0.4
2043,0.0,109.0,3,2,2,3.0,1261.0,0,0,1,1.0,0.0,0.85
2044,0.0,92.0,1,2,2,4.0,823.0,0,0,1,1.0,0.0,1.2
2045,1.0,75.0,3,3,2,1.0,2385.0,0,0,1,1.0,1.0,1.5
2046,0.0,111.0,3,2,2,1.0,811.0,0,0,0,2.0,0.0,0.55
2047,1.0,51.0,3,3,0,0.0,117.0,0,0,1,1.0,1.0,0.7
2048,0.0,107.0,2,2,3,1.0,1224.0,0,0,1,2.0,2.0,0.7
2049,1.0,83.0,5,4,2,0.0,1102.0,0,0,1,1.0,1.0,1.16
2050,0.0,69.0,3,4,3,2.0,2164.0,1,0,0,1.0,2.0,4.0
2051,0.0,13.0,5,6,3,4.0,3797.0,0,0,0,2.0,2.0,6.3
2052,1.0,43.0,5,7,3,4.0,4497.68,1,1,1,2.0,1.0,9.5
2053,1.0,119.0,3,3,0,0.0,1000.0,0,0,1,1.0,1.0,0.74
2054,0.0,101.0,3,4,2,3.0,1616.0,1,0,1,2.0,2.0,1.38
2055,0.0,31.0,4,5,3,1.0,3333.0,1,0,0,1.0,2.0,6.16
2056,0.0,16.0,3,3,3,3.0,1466.0,0,1,1,2.0,2.0,1.4
2057,0.0,59.0,3,3,3,3.0,2030.0,0,0,1,1.0,0.0,2.35
2058,1.0,55.0,6,4,3,2.0,2474.8,1,1,0,2.0,1.0,7.35
2059,0.0,75.0,4,4,0,1.0,3950.0,0,0,1,2.0,0.0,8.5
2060,0.0,14.0,2,2,1,3.0,577.0,0,0,0,2.0,2.0,0.4
2061,0.0,82.0,3,3,2,3.0,1510.0,0,0,1,0.0,1.0,1.68
2062,0.0,111.0,1,1,1,1.0,422.0,0,0,1,1.0,2.0,0.26
2063,0.0,73.0,3,3,3,3.0,1592.0,0,0,0,1.0,0.0,2.1
2064,0.0,81.0,2,2,3,1.0,938.0,0,0,1,1.0,2.0,1.25
2065,0.0,75.0,4,4,3,1.0,3956.0,0,0,1,2.0,0.0,7.52
2066,0.0,85.0,3,3,2,3.0,1300.0,0,0,1,1.0,1.0,1.25
2067,0.0,77.0,2,2,3,3.0,1592.0,0,0,1,1.0,2.0,2.25
2068,1.0,34.0,10,10,3,2.0,3152.68,0,0,0,2.0,1.0,9.0
2069,0.0,20.0,4,5,3,3.0,2670.0,1,0,1,2.0,2.0,3.45
2070,0.0,23.0,3,3,1,1.0,1167.0,0,0,0,1.0,1.0,0.65
2071,0.0,84.0,4,5,3,0.0,2169.0,1,0,0,0.0,2.0,2.0
2072,1.0,35.0,3,3,2,2.0,1345.0,0,0,0,2.0,1.0,4.5
2073,0.0,100.0,3,2,3,1.0,1222.0,0,0,0,2.0,2.0,0.94
2074,0.0,84.0,3,3,2,3.0,2167.0,0,0,1,2.0,2.0,1.65
2075,1.0,34.0,5,5,3,2.0,2700.76,1,1,1,2.0,1.0,9.0
2076,0.0,47.0,2,3,3,3.0,1442.0,0,0,1,1.0,2.0,0.86
2077,0.0,15.0,4,5,3,3.0,2343.0,0,0,1,2.0,0.0,3.95
2078,0.0,84.0,3,5,3,3.0,1527.0,1,0,1,1.0,0.0,1.63
2079,0.0,10.0,2,2,3,3.0,1080.0,0,0,0,0.0,2.0,1.15
2080,0.0,115.0,2,2,3,1.0,822.0,0,0,1,2.0,1.0,0.65
2081,0.0,65.0,3,4,3,0.0,1900.0,1,0,0,2.0,2.0,1.75
2082,0.0,54.0,3,2,3,2.0,1674.0,0,0,1,1.0,2.0,2.5
2083,0.0,47.0,3,3,3,3.0,1563.0,0,0,1,1.0,1.0,1.25
2084,1.0,18.0,4,3,2,2.0,1800.0,0,0,1,1.0,1.0,2.2
2085,0.0,25.0,3,4,3,2.0,1956.0,0,0,1,1.0,1.0,2.2
2086,0.0,11.0,3,3,3,3.0,1529.0,0,0,1,1.0,1.0,1.75
2087,0.0,91.0,3,3,3,1.0,1600.0,1,0,0,1.0,1.0,1.79
2088,0.0,114.0,4,3,3,2.0,2007.0,1,0,1,1.0,1.0,1.25
2089,0.0,101.0,2,2,3,1.0,1200.0,1,1,0,0.0,2.0,1.08
2090,0.0,48.0,3,2,3,4.0,1538.0,0,0,1,1.0,0.0,1.02
2091,0.0,109.0,3,2,2,1.0,1175.0,0,0,1,1.0,0.0,0.79
2092,1.0,56.0,8,8,3,0.0,2388.72,0,0,0,1.0,1.0,5.5
2093,0.0,67.0,3,2,3,2.0,1585.0,0,1,1,2.0,2.0,1.7
2094,0.0,98.0,4,4,3,4.0,3902.0,1,1,0,2.0,2.0,2.91
2095,0.0,91.0,3,3,3,3.0,1822.0,0,0,1,1.0,0.0,1.2
2096,0.0,96.0,2,2,2,0.0,985.0,0,0,1,2.0,0.0,0.65
2097,0.0,96.0,3,3,2,3.0,1700.0,1,0,2,0.0,0.0,2.5
2098,0.0,101.0,2,2,3,3.0,1484.0,0,0,1,2.0,0.0,1.07
2099,0.0,42.0,2,2,2,2.0,1200.0,0,0,1,1.0,1.0,1.25
2100,0.0,67.0,3,3,3,3.0,1900.0,1,0,0,2.0,2.0,1.5
2101,1.0,59.0,6,6,3,0.0,2883.68,1,1,2,2.0,1.0,4.4
2102,0.0,73.0,2,2,2,3.0,1533.0,1,0,1,2.0,0.0,1.6
2103,0.0,92.0,3,3,2,0.0,1900.0,1,0,1,2.0,1.0,0.9
2104,0.0,71.0,3,2,2,0.0,111.0,0,0,1,2.0,1.0,0.48
2105,0.0,15.0,3,4,2,3.0,2003.0,0,0,1,1.0,0.0,2.95
2106,0.0,48.0,2,2,3,1.0,644.0,0,0,1,2.0,2.0,0.68
2107,0.0,9.0,3,3,3,3.0,1315.0,1,0,1,0.0,2.0,1.45
2108,0.0,115.0,2,2,3,4.0,1222.0,0,0,1,2.0,2.0,0.78
2109,0.0,48.0,4,3,3,3.0,1808.0,0,0,0,1.0,0.0,1.79
2110,0.0,9.0,2,2,2,3.0,915.0,0,0,1,1.0,0.0,0.95
2111,0.0,16.0,3,4,3,3.0,1797.0,1,0,1,2.0,2.0,1.45
2112,1.0,34.0,9,9,3,2.0,3593.84,1,1,1,2.0,1.0,10.75
2113,0.0,20.0,1,1,1,3.0,450.0,0,0,1,1.0,2.0,0.36
2114,0.0,73.0,3,4,3,1.0,2250.0,1,0,1,2.0,0.0,3.87
2115,0.0,82.0,4,4,2,3.0,1819.0,0,0,1,2.0,1.0,1.68
2116,1.0,54.0,1,1,0,0.0,1650.0,0,0,1,1.0,1.0,2.15
2117,0.0,77.0,2,2,3,1.0,1433.0,0,0,1,1.0,2.0,2.65
2118,0.0,48.0,3,5,3,4.0,1833.0,1,0,1,1.0,0.0,1.0
2119,0.0,14.0,2,2,2,1.0,615.0,0,0,1,1.0,2.0,0.37
2120,1.0,19.0,3,2,2,2.0,120.0,0,0,1,1.0,1.0,1.0
2121,1.0,57.0,6,4,2,0.0,1463.36,0,0,1,1.0,1.0,4.3
2122,0.0,10.0,2,2,0,3.0,1450.0,0,0,1,2.0,2.0,0.8
2123,0.0,63.0,3,3,3,3.0,1800.0,0,0,0,2.0,2.0,1.45
2124,0.0,11.0,3,4,3,3.0,2359.0,1,0,0,0.0,2.0,2.23
2125,0.0,105.0,2,2,3,1.0,1228.0,0,0,1,1.0,1.0,0.88
2126,0.0,115.0,2,2,1,1.0,615.0,0,0,1,1.0,2.0,0.4
2127,1.0,79.0,5,3,2,1.0,200.0,0,0,1,1.0,1.0,1.5
2128,1.0,68.0,5,6,3,2.0,3432.44,1,1,1,1.0,2.0,8.31
2129,0.0,30.0,3,4,3,0.0,1738.0,1,0,1,2.0,0.0,1.59
2130,0.0,84.0,2,2,3,3.0,1222.0,0,0,1,1.0,1.0,1.23
2131,0.0,9.0,3,4,3,3.0,1710.0,1,0,1,1.0,0.0,1.8
2132,0.0,115.0,2,2,3,1.0,676.0,0,0,1,1.0,2.0,0.54
2133,1.0,33.0,3,3,1,2.0,60.0,0,0,1,1.0,1.0,1.45
2134,0.0,67.0,4,4,3,3.0,2900.0,0,0,0,2.0,1.0,2.45
2135,1.0,97.0,4,4,3,3.0,3238.76,1,1,1,1.0,1.0,5.0
2136,0.0,67.0,3,3,3,0.0,1810.0,1,0,0,1.0,2.0,1.55
2137,0.0,105.0,3,3,3,1.0,1423.0,0,0,1,2.0,2.0,1.33
2138,0.0,115.0,2,2,1,3.0,535.0,0,0,1,2.0,1.0,0.25
2139,1.0,68.0,4,3,3,0.0,1667.8,1,1,1,0.0,1.0,3.3
2140,1.0,78.0,5,6,3,3.0,4497.68,1,1,2,0.0,1.0,18.0
2141,0.0,5.0,3,3,3,0.0,1900.0,1,0,1,1.0,2.0,0.9
2142,0.0,77.0,3,3,3,0.0,3043.0,0,0,2,1.0,2.0,5.9
2143,0.0,99.0,3,3,3,3.0,1387.0,1,0,0,0.0,0.0,1.3
2144,0.0,77.0,3,3,3,3.0,1833.0,1,0,1,1.0,1.0,2.24
2145,1.0,34.0,5,3,2,2.0,1345.0,0,1,1,1.0,1.0,4.5
2146,1.0,34.0,6,6,1,3.0,2840.64,0,1,0,2.0,1.0,10.85
2147,0.0,10.0,2,2,3,3.0,1338.0,0,1,0,0.0,2.0,1.01
2148,0.0,107.0,3,3,3,3.0,1566.0,0,0,1,2.0,2.0,1.13
2149,0.0,57.0,4,4,3,0.0,2857.0,0,1,0,2.0,2.0,1.8
2150,0.0,86.0,2,2,1,3.0,557.0,0,0,1,2.0,2.0,0.6
2151,0.0,115.0,2,2,1,3.0,577.0,0,0,1,1.0,2.0,0.29
2152,0.0,15.0,3,3,3,3.0,2116.0,1,0,1,2.0,0.0,2.0
2153,1.0,59.0,8,8,3,0.0,2883.68,1,1,2,0.0,1.0,4.5
2154,0.0,115.0,3,3,3,3.0,1382.0,0,0,1,0.0,2.0,1.14
2155,0.0,115.0,2,2,0,3.0,567.0,0,0,1,1.0,2.0,0.3
2156,0.0,31.0,3,3,3,1.0,2069.0,0,0,2,2.0,1.0,4.1
2157,0.0,101.0,4,4,3,3.0,2600.0,0,0,1,1.0,2.0,2.13
2158,0.0,9.0,2,2,3,3.0,1009.0,0,1,1,2.0,1.0,1.3
2159,0.0,96.0,2,2,1,3.0,586.0,0,0,1,1.0,0.0,0.4
2160,1.0,16.0,4,4,3,1.0,2431.76,1,0,1,2.0,1.0,5.5
2161,0.0,9.0,2,2,2,3.0,742.0,0,0,1,0.0,2.0,0.97
2162,0.0,30.0,2,2,1,3.0,1100.0,0,0,1,2.0,1.0,0.95
2163,0.0,99.0,3,2,2,0.0,1600.0,0,0,0,2.0,1.0,1.05
2164,1.0,85.0,2,3,3,1.0,1319.0,0,0,1,0.0,1.0,0.92
2165,0.0,115.0,2,2,1,1.0,743.0,0,0,1,1.0,2.0,0.2
2166,0.0,93.0,3,4,3,1.0,2152.0,1,0,1,1.0,1.0,2.69
2167,0.0,58.0,5,5,3,2.0,3305.0,1,0,1,2.0,2.0,3.3
2168,0.0,5.0,3,3,3,2.0,1900.0,1,0,2,1.0,1.0,0.9
2169,0.0,16.0,3,4,3,3.0,1946.0,1,0,1,2.0,2.0,1.75
2170,0.0,80.0,3,3,2,4.0,1346.0,0,0,1,1.0,2.0,2.0
2171,0.0,71.0,2,2,2,0.0,944.0,0,0,1,1.0,1.0,0.38
2172,0.0,19.0,4,4,3,3.0,3077.0,1,0,1,2.0,0.0,3.25
2173,0.0,109.0,3,3,3,0.0,1571.0,0,0,1,1.0,1.0,0.65
2174,0.0,115.0,2,2,1,1.0,1000.0,0,0,1,1.0,0.0,0.32
2175,0.0,96.0,3,4,3,1.0,1900.0,1,0,2,0.0,0.0,2.26
2176,1.0,106.0,9,9,3,3.0,2603.92,0,0,1,1.0,1.0,3.5
2177,0.0,48.0,4,3,3,3.0,2000.0,0,0,0,2.0,2.0,1.6
2178,0.0,77.0,4,4,3,3.0,1975.0,1,0,1,2.0,2.0,3.5
2179,0.0,58.0,3,3,3,2.0,2200.0,1,0,0,2.0,2.0,1.75
2180,0.0,102.0,3,2,3,3.0,1480.0,0,0,2,2.0,2.0,1.45
2181,0.0,101.0,4,4,3,1.0,3151.0,0,0,1,1.0,0.0,2.7
2182,0.0,15.0,3,4,2,3.0,2003.0,0,0,1,2.0,0.0,2.9
2183,0.0,115.0,2,2,2,3.0,516.0,0,0,1,1.0,2.0,0.3
2184,1.0,79.0,6,7,3,0.0,3593.84,1,0,0,1.0,0.0,8.0
2185,0.0,12.0,3,2,1,3.0,1056.0,0,0,0,1.0,1.0,0.45
2186,0.0,92.0,3,2,2,0.0,1472.0,0,0,1,2.0,2.0,0.8
2187,1.0,36.0,5,5,3,3.0,1463.36,1,0,0,1.0,1.0,4.25
2188,0.0,97.0,3,3,3,3.0,1955.0,1,0,0,2.0,0.0,1.39
2189,1.0,30.0,6,6,2,2.0,3611.0,0,0,1,1.0,1.0,5.0
2190,0.0,19.0,4,5,3,3.0,3077.0,1,1,1,2.0,1.0,3.4
2191,1.0,51.0,5,5,1,2.0,5067.96,1,0,0,1.0,1.0,4.75
2192,0.0,73.0,3,3,3,1.0,1137.0,0,0,1,1.0,1.0,1.9
2193,0.0,115.0,2,2,2,3.0,1275.0,0,0,1,1.0,2.0,0.9
2194,0.0,103.0,2,2,1,1.0,695.0,0,0,1,1.0,2.0,0.45
2195,0.0,73.0,3,3,2,1.0,1721.0,0,0,1,0.0,2.0,2.2
2196,0.0,87.0,3,3,3,0.0,2308.0,1,0,1,1.0,2.0,4.1
2197,0.0,58.0,3,3,3,2.0,1600.0,0,0,0,2.0,1.0,1.5
2198,0.0,73.0,2,2,2,4.0,1244.0,0,0,1,2.0,2.0,1.7
2199,0.0,43.0,3,3,3,4.0,1619.0,0,0,1,1.0,0.0,1.7
2200,0.0,18.0,2,2,0,3.0,699.0,0,0,1,1.0,0.0,0.36
2201,0.0,111.0,2,2,3,1.0,896.0,0,0,1,1.0,0.0,0.56
2202,0.0,48.0,4,3,3,3.0,2100.0,0,0,0,2.0,0.0,1.55
2203,0.0,93.0,2,2,3,3.0,1383.0,0,0,1,1.0,1.0,1.25
2204,0.0,10.0,2,2,2,3.0,1222.0,0,0,1,1.0,1.0,0.9
2205,0.0,109.0,4,4,3,1.0,1828.0,0,0,1,1.0,0.0,1.0
2206,0.0,57.0,3,4,2,2.0,2544.0,0,0,0,1.0,1.0,2.45
2207,0.0,107.0,4,4,3,0.0,2139.0,1,0,0,2.0,0.0,1.65
2208,0.0,8.0,3,3,0,0.0,2200.0,0,0,1,1.0,2.0,0.85
2209,0.0,51.0,3,2,2,1.0,1500.0,0,0,0,1.0,1.0,1.05
2210,0.0,80.0,3,3,3,1.0,1584.0,0,0,1,1.0,0.0,2.0
2211,0.0,75.0,4,4,3,1.0,3150.0,0,0,0,2.0,1.0,4.49
2212,0.0,105.0,3,3,3,1.0,1774.0,0,0,1,2.0,2.0,1.6
2213,0.0,11.0,3,4,3,1.0,2544.0,1,0,1,2.0,0.0,2.3
2214,0.0,9.0,3,3,3,3.0,1676.0,0,0,1,1.0,2.0,2.0
2215,0.0,111.0,2,2,3,1.0,713.0,0,0,1,2.0,2.0,0.8
2216,0.0,74.0,4,5,3,3.0,3925.0,1,1,0,0.0,2.0,7.15
2217,0.0,11.0,3,4,3,3.0,2072.0,1,0,1,0.0,0.0,1.73
2218,0.0,38.0,2,1,2,3.0,611.0,0,0,1,1.0,1.0,0.26
2219,1.0,34.0,5,5,3,0.0,9500.0,1,0,2,1.0,1.0,10.0
2220,0.0,82.0,3,3,2,3.0,1428.0,0,0,1,0.0,1.0,1.6
2221,0.0,115.0,2,2,2,3.0,619.0,0,0,1,1.0,2.0,0.27
2222,1.0,59.0,5,5,2,3.0,3453.96,1,0,0,1.0,1.0,6.5
2223,0.0,77.0,2,2,2,1.0,1186.0,0,0,0,0.0,0.0,2.0
2224,0.0,57.0,3,3,0,0.0,2667.0,0,0,0,1.0,1.0,2.4
2225,1.0,34.0,4,4,3,2.0,1796.92,1,1,1,2.0,1.0,6.3
2226,0.0,79.0,4,4,3,3.0,2854.0,1,0,0,0.0,0.0,4.5
2227,0.0,9.0,3,3,3,3.0,1413.0,1,0,1,1.0,2.0,1.4
2228,0.0,115.0,3,2,2,1.0,1244.0,0,0,1,1.0,1.0,0.83
2229,0.0,78.0,3,3,3,3.0,1800.0,1,1,1,2.0,0.0,3.2
2230,0.0,11.0,2,2,3,3.0,86.0,0,0,1,2.0,0.0,0.82
2231,0.0,10.0,3,4,3,3.0,3716.0,1,0,0,1.0,2.0,1.9
2232,0.0,9.0,3,3,3,3.0,1465.0,1,0,1,1.0,2.0,1.75
2233,0.0,21.0,3,3,2,3.0,2225.56,1,0,0,0.0,0.0,3.75
2234,1.0,30.0,2,2,1,0.0,1125.0,0,1,1,1.0,1.0,0.65
2235,0.0,53.0,3,3,2,2.0,1640.0,0,0,2,2.0,0.0,2.75
2236,0.0,93.0,3,4,3,3.0,2629.0,1,0,0,0.0,1.0,2.0
2237,0.0,86.0,3,3,3,3.0,1466.0,0,0,1,2.0,0.0,1.1
2238,0.0,96.0,2,2,1,3.0,1000.0,0,0,1,1.0,1.0,0.6
2239,1.0,58.0,4,4,3,0.0,3281.8,1,1,0,0.0,1.0,6.4
2240,0.0,109.0,2,2,3,3.0,846.0,0,0,1,1.0,1.0,0.78
2241,0.0,107.0,2,2,3,3.0,1225.0,0,0,0,1.0,0.0,0.65
2242,0.0,107.0,2,2,3,1.0,1176.0,0,0,1,1.0,0.0,0.7
2243,0.0,107.0,3,4,3,1.0,1697.0,1,0,1,2.0,1.0,0.96
2244,1.0,32.0,8,8,2,0.0,2517.84,1,0,0,2.0,1.0,5.5
2245,1.0,27.0,8,8,3,3.0,4519.2,0,0,0,1.0,1.0,9.5
2246,0.0,85.0,4,3,3,1.0,2111.0,0,1,1,2.0,1.0,1.9
2247,0.0,30.0,3,4,3,0.0,1738.0,1,0,0,2.0,2.0,1.51
2248,0.0,109.0,3,1,3,0.0,1316.0,0,0,0,2.0,1.0,0.56
2249,0.0,10.0,2,2,3,3.0,1365.0,0,0,0,2.0,1.0,1.05
2250,0.0,73.0,2,2,2,4.0,1278.0,0,0,1,1.0,2.0,1.7
2251,1.0,33.0,7,5,3,2.0,60.0,0,0,1,1.0,2.0,1.6
2252,0.0,101.0,2,2,3,3.0,1512.0,0,1,1,2.0,2.0,1.05
2253,0.0,44.0,3,2,3,1.0,833.0,0,0,1,1.0,1.0,0.85
2254,0.0,113.0,2,2,1,3.0,606.0,0,0,1,2.0,1.0,0.35
2255,0.0,93.0,2,2,3,3.0,1700.0,0,0,1,1.0,2.0,1.0
2256,0.0,77.0,3,3,3,1.0,1717.0,1,1,1,2.0,2.0,4.6
2257,0.0,16.0,4,5,3,3.0,2851.0,1,0,1,2.0,2.0,2.95
2258,0.0,30.0,2,3,0,0.0,1000.0,0,0,1,1.0,1.0,1.0
2259,0.0,9.0,3,3,3,3.0,2351.0,1,0,0,0.0,0.0,2.35
2260,0.0,44.0,1,1,1,1.0,458.0,0,0,1,2.0,2.0,0.24
2261,1.0,24.0,10,10,2,2.0,400.0,0,0,1,1.0,1.0,2.25
2262,0.0,101.0,2,2,3,1.0,1550.0,0,0,1,2.0,0.0,1.04
2263,0.0,114.0,4,3,3,0.0,2056.0,0,0,1,1.0,2.0,1.5
2264,0.0,93.0,3,4,2,1.0,2389.0,1,0,1,1.0,0.0,1.9
2265,1.0,38.0,5,3,0,2.0,1755.0,0,0,1,1.0,1.0,0.68
2266,0.0,101.0,2,2,3,3.0,102.0,0,0,1,1.0,0.0,1.35
2267,0.0,82.0,4,4,1,3.0,1783.0,0,0,1,2.0,0.0,1.75
2268,0.0,84.0,4,5,3,0.0,2114.0,1,0,0,2.0,2.0,2.0
2269,0.0,67.0,3,4,3,2.0,2200.0,0,0,0,0.0,2.0,2.1
2270,0.0,77.0,4,4,3,3.0,2194.0,1,0,0,2.0,1.0,2.8
2271,1.0,30.0,3,3,2,2.0,66.0,0,0,0,1.0,1.0,1.15
2272,0.0,9.0,3,3,2,3.0,1493.0,1,0,1,0.0,2.0,1.45
2273,0.0,109.0,3,4,3,3.0,1615.0,1,0,0,0.0,2.0,1.6
2274,1.0,16.0,3,2,0,3.0,2360.0,0,0,1,1.0,1.0,1.55
2275,1.0,38.0,5,4,1,0.0,109.0,0,0,1,1.0,1.0,0.8
2276,0.0,11.0,4,4,3,3.0,2851.0,1,0,1,0.0,0.0,2.62
2277,0.0,1.0,3,2,0,2.0,1403.0,0,0,1,1.0,1.0,0.8
2278,0.0,102.0,2,2,2,2.0,573.0,0,0,1,1.0,2.0,0.5
2279,1.0,97.0,4,4,3,0.0,2425.0,1,0,1,2.0,0.0,1.6
2280,0.0,96.0,3,3,3,3.0,1650.0,1,0,2,1.0,0.0,2.4
2281,0.0,73.0,3,3,3,4.0,1721.0,0,0,1,1.0,1.0,2.17
2282,1.0,42.0,4,4,3,0.0,1452.6,1,1,0,1.0,1.0,3.25
2283,0.0,58.0,5,6,3,3.0,7444.0,1,0,2,1.0,0.0,15.0
2284,0.0,23.0,3,3,2,3.0,995.0,0,0,0,1.0,1.0,0.53
2285,1.0,67.0,6,6,3,0.0,1527.92,0,0,0,1.0,1.0,3.4
2286,0.0,102.0,2,2,1,1.0,557.0,0,0,1,2.0,2.0,0.43
2287,0.0,111.0,2,2,2,1.0,695.0,0,0,1,1.0,0.0,0.45
2288,0.0,80.0,2,2,2,1.0,633.0,0,0,1,1.0,0.0,0.6
2289,0.0,110.0,2,2,0,3.0,730.0,0,0,1,1.0,1.0,0.4
2290,1.0,35.0,6,7,3,1.0,4519.2,1,1,0,2.0,1.0,17.3
2291,1.0,34.0,9,9,0,3.0,7000.0,0,0,1,1.0,1.0,13.5
2292,0.0,115.0,3,3,3,1.0,2444.0,1,0,1,2.0,1.0,1.35
2293,0.0,15.0,4,5,3,3.0,2515.0,0,0,1,2.0,2.0,2.28
2294,1.0,58.0,5,6,3,0.0,8769.4,1,1,0,2.0,1.0,19.5
2295,0.0,115.0,3,2,2,3.0,1014.0,0,0,1,2.0,1.0,0.9
2296,1.0,83.0,3,2,1,2.0,900.0,0,0,1,1.0,1.0,0.45
2297,0.0,77.0,3,3,3,3.0,1500.0,1,0,0,2.0,1.0,2.35
2298,0.0,11.0,3,3,3,3.0,2217.0,1,0,0,2.0,0.0,2.49
2299,0.0,113.0,3,5,3,3.0,1807.0,1,0,1,2.0,2.0,1.23
2300,1.0,109.0,4,4,3,3.0,1743.0,0,0,1,1.0,2.0,0.85
2301,0.0,90.0,3,3,2,3.0,1672.0,0,0,1,2.0,1.0,1.92
2302,0.0,43.0,2,2,0,4.0,85.0,0,0,1,2.0,0.0,1.2
2303,0.0,30.0,2,2,2,3.0,800.0,0,0,1,1.0,2.0,0.35
2304,0.0,111.0,2,2,3,1.0,1095.0,0,0,1,2.0,0.0,0.82
2305,0.0,47.0,3,3,3,4.0,1697.0,0,0,1,2.0,2.0,1.0
2306,0.0,104.0,2,2,2,3.0,1300.0,0,0,1,0.0,1.0,0.92
2307,0.0,100.0,2,2,3,3.0,1158.0,0,0,0,1.0,2.0,0.85
2308,0.0,74.0,2,2,3,4.0,1676.0,0,0,1,2.0,0.0,2.15
