,type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
1674,0.0,19.0,3,3,3,3.0,1550.0,0,0,0,2.0,2.0,1.4
1675,0.0,86.0,4,4,3,0.0,2127.0,1,0,1,2.0,2.0,1.3
1676,1.0,55.0,5,4,2,0.0,3238.76,1,0,0,1.0,1.0,8.5
1677,1.0,58.0,4,4,2,0.0,3238.76,1,1,1,2.0,1.0,8.5
1678,1.0,67.0,8,8,3,0.0,2722.28,0,0,0,1.0,1.0,7.25
1679,0.0,22.0,3,2,2,1.0,1429.0,0,0,1,1.0,2.0,1.85
1680,0.0,109.0,3,2,2,3.0,1473.0,0,0,1,1.0,1.0,0.8
1681,0.0,31.0,3,5,3,1.0,2796.0,1,0,1,2.0,2.0,4.63
1682,0.0,4.0,4,5,3,1.0,5249.0,1,0,1,0.0,0.0,5.5
1683,0.0,96.0,2,2,3,3.0,1223.0,0,0,0,2.0,2.0,0.88
1684,1.0,85.0,4,4,3,3.0,5500.0,1,1,1,2.0,1.0,4.02
1685,0.0,82.0,3,3,1,3.0,1392.0,0,0,0,2.0,0.0,1.3
1686,0.0,47.0,3,3,3,3.0,1647.0,0,0,1,1.0,2.0,1.2
1687,0.0,107.0,3,3,3,3.0,1929.0,1,0,1,2.0,2.0,1.25
1688,1.0,68.0,3,3,3,0.0,1603.24,0,1,0,2.0,1.0,4.75
1689,0.0,93.0,2,2,3,3.0,1450.0,0,0,1,2.0,2.0,0.9
1690,1.0,105.0,3,3,2,4.0,1423.0,0,0,1,1.0,1.0,1.25
1691,0.0,22.0,3,4,3,3.0,1940.0,1,0,1,1.0,2.0,2.4
1692,0.0,93.0,2,2,3,3.0,1423.0,0,0,1,0.0,1.0,1.34
1693,1.0,106.0,2,3,0,0.0,900.0,0,0,1,1.0,1.0,1.65
1694,0.0,84.0,2,2,2,3.0,1500.0,0,0,1,2.0,2.0,1.15
1695,0.0,82.0,4,6,3,3.0,2817.0,1,0,1,0.0,0.0,3.1
1696,0.0,82.0,3,3,2,3.0,1428.0,0,0,0,1.0,0.0,1.36
1697,0.0,101.0,2,2,3,3.0,1638.0,0,1,1,0.0,2.0,1.09
1698,0.0,5.0,4,6,3,3.0,2611.0,1,0,1,1.0,2.0,1.6
1699,0.0,87.0,4,4,3,3.0,2941.0,1,0,0,0.0,1.0,4.25
1700,1.0,5.0,3,1,0,0.0,1337.4,0,0,1,1.0,1.0,2.0
1701,1.0,51.0,1,1,1,0.0,70.0,0,0,1,1.0,1.0,0.65
1702,0.0,107.0,2,2,3,1.0,1224.0,0,0,1,2.0,2.0,0.7
1703,1.0,43.0,6,6,3,0.0,4938.84,0,0,0,1.0,1.0,9.5
1704,0.0,47.0,2,2,1,3.0,850.0,0,0,0,0.0,1.0,0.33
1705,0.0,89.0,2,2,3,3.0,1582.0,0,0,1,2.0,0.0,1.78
1706,1.0,63.0,6,5,3,0.0,3131.16,0,0,1,1.0,2.0,8.0
1707,0.0,113.0,2,2,1,1.0,600.0,0,0,1,1.0,2.0,0.3
1708,1.0,88.0,5,8,3,3.0,9000.0,1,1,2,2.0,1.0,17.0
1709,0.0,79.0,3,4,3,0.0,1751.0,1,0,0,0.0,0.0,2.35
1710,1.0,30.0,8,9,3,1.0,7198.44,1,0,1,2.0,1.0,19.5
1711,1.0,35.0,5,5,2,0.0,4519.2,1,0,0,2.0,1.0,13.5
1712,0.0,93.0,3,4,3,1.0,1659.0,1,0,1,2.0,2.0,1.7
1713,0.0,112.0,3,4,3,1.0,2516.0,1,0,0,0.0,1.0,2.45
1714,0.0,61.0,3,4,3,0.0,1870.0,1,0,0,0.0,2.0,1.8
1715,1.0,11.0,2,2,1,1.0,795.0,0,0,1,1.0,1.0,0.48
1716,0.0,105.0,2,2,2,0.0,1032.0,0,0,1,1.0,2.0,0.75
1717,1.0,98.0,5,6,3,3.0,5140.0,0,0,1,2.0,2.0,3.85
1718,0.0,89.0,2,2,3,3.0,1300.0,0,1,1,0.0,0.0,1.48
1719,1.0,61.0,5,6,0,0.0,3240.0,0,0,1,1.0,1.0,11.5
1720,0.0,100.0,3,3,3,3.0,1652.0,0,0,1,2.0,1.0,0.92
1721,1.0,51.0,2,1,1,0.0,75.0,0,0,1,1.0,1.0,0.55
1722,0.0,44.0,3,2,3,4.0,978.0,0,0,1,1.0,1.0,0.72
1723,0.0,96.0,3,3,3,2.0,1989.0,0,0,1,2.0,2.0,1.35
1724,0.0,115.0,2,2,3,3.0,978.0,0,0,1,1.0,0.0,0.66
1725,0.0,4.0,2,2,2,4.0,1130.0,0,0,1,2.0,2.0,1.38
1726,0.0,58.0,4,4,3,0.0,2134.0,1,0,0,0.0,0.0,2.65
1727,0.0,21.0,2,3,2,3.0,2441.0,1,0,1,2.0,2.0,2.8
1728,0.0,101.0,3,3,3,3.0,2129.0,1,0,1,1.0,0.0,2.6
1729,1.0,80.0,4,4,2,1.0,300.0,0,0,0,2.0,2.0,1.83
1730,0.0,112.0,2,2,2,1.0,733.0,0,0,1,2.0,2.0,0.4
1731,0.0,109.0,2,2,1,1.0,646.0,0,0,0,1.0,2.0,0.45
1732,0.0,105.0,3,2,3,1.0,1550.0,0,0,1,1.0,2.0,1.1
1733,0.0,90.0,4,6,3,1.0,2398.0,1,0,1,2.0,2.0,1.46
1734,0.0,65.0,3,3,3,0.0,1700.0,0,0,0,2.0,2.0,1.5
1735,0.0,11.0,2,2,3,3.0,1611.0,0,0,1,2.0,0.0,0.85
1736,0.0,14.0,3,3,3,3.0,1554.0,0,0,0,0.0,2.0,1.3
1737,0.0,77.0,3,3,3,3.0,1650.0,1,0,1,0.0,1.0,2.35
1738,0.0,78.0,3,4,3,3.0,2200.0,0,0,1,1.0,1.0,3.9
1739,0.0,14.0,2,2,3,3.0,1281.0,0,0,0,0.0,2.0,0.98
1740,1.0,61.0,5,5,3,0.0,3238.76,1,0,1,1.0,1.0,10.55
1741,0.0,9.0,3,3,3,3.0,2099.0,0,1,1,1.0,2.0,1.9
1742,0.0,111.0,1,1,1,1.0,308.0,0,0,1,1.0,1.0,0.22
1743,0.0,109.0,3,2,2,1.0,1298.0,0,0,1,2.0,1.0,0.75
1744,0.0,14.0,3,3,3,3.0,1750.0,0,0,0,1.0,2.0,1.2
1745,0.0,105.0,3,3,3,1.0,867.0,0,0,1,1.0,1.0,1.32
1746,0.0,10.0,3,3,3,3.0,1671.0,0,0,1,0.0,2.0,1.33
1747,0.0,20.0,2,2,1,3.0,1338.0,0,0,1,2.0,2.0,0.96
1748,1.0,42.0,2,2,2,0.0,1420.32,0,0,1,1.0,1.0,4.6
1749,0.0,96.0,3,4,3,3.0,2511.0,1,0,1,2.0,2.0,2.35
1750,0.0,67.0,1,2,1,2.0,678.0,0,0,1,2.0,1.0,0.55
1751,0.0,98.0,3,3,3,3.0,1893.0,1,0,2,0.0,0.0,2.2
1752,0.0,107.0,4,5,2,3.0,2330.0,1,0,1,0.0,2.0,1.25
1753,0.0,109.0,4,3,3,0.0,1770.0,0,0,1,2.0,2.0,0.95
1754,0.0,82.0,3,3,1,4.0,1210.0,1,0,1,2.0,2.0,0.74
1755,0.0,107.0,3,4,3,3.0,1765.0,1,0,1,0.0,2.0,0.9
1756,0.0,102.0,3,3,1,3.0,1747.0,0,0,2,2.0,2.0,2.2
1757,1.0,30.0,4,4,3,0.0,2431.76,1,1,1,1.0,1.0,4.99
1758,0.0,100.0,3,3,3,3.0,1652.0,0,0,1,2.0,0.0,0.88
1759,0.0,93.0,2,2,3,3.0,1172.0,0,0,1,1.0,0.0,0.78
1760,0.0,73.0,3,3,2,1.0,1778.0,0,0,1,1.0,1.0,2.2
1761,1.0,23.0,5,5,3,0.0,2000.0,0,0,1,1.0,1.0,1.7
1762,1.0,2.0,3,3,1,3.0,62.0,0,0,1,1.0,1.0,0.6
1763,0.0,11.0,1,1,2,3.0,301.0,0,0,1,2.0,1.0,0.26
1764,0.0,98.0,4,5,3,3.0,2110.0,1,0,2,0.0,2.0,2.95
1765,0.0,48.0,2,2,2,3.0,1242.0,0,0,1,2.0,2.0,1.1
1766,0.0,96.0,2,2,1,3.0,547.0,0,0,0,1.0,0.0,0.48
1767,0.0,11.0,3,2,3,3.0,1607.0,0,0,0,2.0,0.0,1.2
1768,0.0,107.0,3,3,3,3.0,1817.0,1,0,1,0.0,0.0,1.29
1769,0.0,16.0,3,3,2,0.0,1910.0,1,0,1,2.0,1.0,1.8
1770,0.0,113.0,2,2,1,3.0,538.0,0,0,1,1.0,2.0,0.27
1771,0.0,107.0,4,5,2,1.0,2248.0,1,0,1,2.0,2.0,1.27
1772,0.0,86.0,3,3,3,3.0,1344.0,0,0,0,1.0,1.0,1.0
1773,0.0,15.0,3,4,2,1.0,2003.0,0,0,1,2.0,2.0,2.9
1774,0.0,54.0,3,4,2,2.0,2125.0,0,0,1,1.0,2.0,4.2
1775,0.0,54.0,3,4,3,0.0,2222.0,1,0,0,1.0,2.0,2.75
1776,0.0,112.0,2,2,2,3.0,784.0,0,1,1,1.0,0.0,0.72
1777,0.0,82.0,3,3,2,3.0,1428.0,0,0,0,0.0,1.0,1.46
1778,0.0,107.0,2,2,1,1.0,650.0,0,0,1,1.0,2.0,0.5
1779,0.0,67.0,4,4,3,3.0,2500.0,0,0,0,2.0,2.0,2.05
1780,0.0,65.0,3,3,3,0.0,2100.0,1,0,0,2.0,2.0,1.75
1781,0.0,48.0,4,3,3,3.0,2091.0,0,0,0,2.0,2.0,1.65
1782,0.0,9.0,3,4,3,1.0,1945.0,1,0,0,2.0,0.0,2.5
1783,0.0,61.0,3,3,3,2.0,2357.0,1,0,0,2.0,0.0,3.0
1784,0.0,101.0,2,2,2,3.0,1190.0,1,1,1,2.0,2.0,1.2
1785,0.0,54.0,4,4,3,2.0,2801.0,0,0,1,1.0,0.0,5.8
1786,0.0,84.0,3,4,3,3.0,1765.0,1,1,1,2.0,0.0,1.65
1787,1.0,51.0,3,3,2,2.0,2248.84,0,0,1,1.0,1.0,3.2
1788,1.0,34.0,4,4,2,2.0,3583.08,1,0,0,2.0,1.0,10.5
1789,0.0,101.0,2,2,3,3.0,1475.0,0,0,1,1.0,2.0,1.09
1790,0.0,95.0,1,1,1,3.0,761.0,0,0,1,2.0,0.0,0.85
1791,0.0,103.0,3,3,3,1.0,1652.0,0,0,1,2.0,0.0,1.65
1792,0.0,59.0,5,6,3,3.0,3219.0,1,0,1,1.0,0.0,4.21
1793,0.0,80.0,4,4,3,1.0,1991.0,0,0,0,2.0,1.0,1.9
1794,1.0,23.0,5,5,1,2.0,2052.0,0,0,1,1.0,1.0,1.35
1795,1.0,94.0,4,3,3,0.0,100.0,0,0,1,1.0,1.0,0.82
1796,1.0,37.0,4,5,3,3.0,2840.64,1,1,0,2.0,2.0,12.0
1797,0.0,48.0,3,3,2,3.0,1163.0,0,0,1,1.0,2.0,1.0
1798,0.0,19.0,5,5,3,3.0,3511.0,1,0,1,2.0,2.0,4.25
1799,0.0,110.0,2,2,2,3.0,661.0,0,0,1,1.0,2.0,0.38
1800,1.0,109.0,4,5,0,3.0,2360.0,0,0,1,1.0,0.0,1.8
1801,1.0,34.0,9,9,3,3.0,1936.8,1,0,0,0.0,2.0,7.5
1802,0.0,82.0,3,3,1,3.0,1291.0,0,0,1,2.0,0.0,1.36
1803,0.0,96.0,2,2,3,3.0,1361.0,0,0,0,2.0,0.0,0.64
1804,0.0,22.0,2,2,0,1.0,1310.0,0,0,1,2.0,2.0,1.83
1805,1.0,54.0,9,9,3,0.0,3507.76,1,0,1,1.0,2.0,14.0
1806,0.0,14.0,3,2,2,3.0,717.0,0,0,1,1.0,2.0,0.52
1807,1.0,21.0,5,5,3,3.0,7450.0,1,0,1,1.0,1.0,9.5
1808,0.0,111.0,1,1,1,3.0,407.0,0,0,1,2.0,1.0,0.2
1809,0.0,91.0,3,4,3,3.0,1310.0,1,0,1,1.0,1.0,1.25
1810,0.0,9.0,2,2,2,3.0,1100.0,0,0,1,2.0,2.0,1.24
1811,0.0,82.0,4,4,2,1.0,1819.0,0,0,1,2.0,2.0,1.7
1812,0.0,76.0,3,3,3,4.0,1350.0,0,0,1,1.0,1.0,3.5
1813,0.0,109.0,2,2,2,3.0,1109.0,0,0,1,2.0,1.0,0.49
1814,0.0,78.0,3,4,3,0.0,2200.0,1,0,0,2.0,1.0,3.98
1815,0.0,115.0,3,2,3,3.0,1210.0,0,0,1,2.0,2.0,0.87
1816,0.0,9.0,2,2,3,3.0,1100.0,0,0,1,1.0,2.0,1.28
1817,1.0,85.0,4,4,3,0.0,2603.92,1,1,1,2.0,1.0,4.6
1818,0.0,9.0,3,3,3,3.0,1315.0,0,0,1,1.0,2.0,1.6
1819,0.0,73.0,2,2,2,4.0,1333.0,0,0,1,1.0,1.0,1.65
1820,0.0,89.0,3,3,3,3.0,1900.0,0,0,1,0.0,2.0,2.25
1821,0.0,102.0,2,3,3,3.0,944.0,0,0,0,1.0,2.0,1.3
1822,0.0,14.0,2,2,3,1.0,1236.0,0,0,1,2.0,0.0,0.8
1823,0.0,37.0,4,3,2,0.0,2488.0,1,0,1,1.0,2.0,7.0
1824,0.0,109.0,3,4,3,3.0,1804.0,1,0,0,0.0,0.0,1.68
1825,1.0,109.0,4,4,3,3.0,5000.0,0,0,1,1.0,1.0,2.75
1826,0.0,80.0,2,2,2,3.0,1500.0,0,1,0,1.0,2.0,1.5
1827,0.0,26.0,3,3,3,0.0,1611.0,0,0,1,2.0,1.0,1.6
1828,0.0,48.0,3,3,3,3.0,1639.0,0,0,1,2.0,2.0,1.45
1829,0.0,74.0,4,4,3,3.0,4200.0,1,0,0,2.0,0.0,7.56
1830,0.0,11.0,3,4,3,3.0,2303.0,1,0,0,0.0,2.0,2.25
1831,0.0,58.0,3,4,3,0.0,4778.0,0,0,1,2.0,0.0,5.0
1832,0.0,102.0,3,3,3,0.0,1747.0,1,0,1,2.0,2.0,1.26
1833,0.0,84.0,3,4,3,3.0,1527.0,1,0,0,1.0,2.0,1.65
1834,0.0,30.0,4,4,3,1.0,5000.0,0,0,1,2.0,1.0,3.35
1835,0.0,22.0,3,3,3,3.0,2014.0,0,0,1,2.0,2.0,2.45
1836,0.0,47.0,2,3,3,3.0,1442.0,0,0,1,1.0,2.0,0.85
1837,0.0,84.0,2,2,2,3.0,991.0,0,0,1,1.0,2.0,0.53
1838,0.0,54.0,4,4,3,0.0,2712.0,1,0,1,1.0,2.0,6.2
1839,0.0,79.0,3,3,3,0.0,1406.0,0,0,1,1.0,1.0,1.0
1840,0.0,101.0,2,2,3,3.0,1660.0,0,0,1,1.0,0.0,1.2
1841,0.0,102.0,3,3,3,0.0,1747.0,1,0,0,0.0,0.0,1.3
1842,0.0,101.0,3,4,3,3.0,1390.0,1,0,0,1.0,2.0,0.8
1843,0.0,16.0,3,3,3,3.0,1550.0,0,0,1,2.0,0.0,1.7
1844,0.0,115.0,1,1,2,1.0,360.0,0,0,1,2.0,1.0,0.24
1845,0.0,113.0,2,2,3,3.0,1390.0,0,0,1,1.0,1.0,1.05
1846,0.0,84.0,3,5,3,1.0,1527.0,1,0,1,1.0,2.0,1.75
1847,0.0,48.0,3,2,1,4.0,1900.0,1,0,1,2.0,2.0,1.2
1848,0.0,32.0,2,2,1,0.0,995.0,0,0,0,1.0,1.0,0.55
1849,1.0,30.0,4,5,2,2.0,5200.0,0,0,1,1.0,1.0,5.2
1850,0.0,5.0,3,3,3,0.0,2070.0,1,0,1,1.0,2.0,0.9
1851,1.0,35.0,6,8,3,3.0,12222.0,1,1,0,2.0,2.0,18.4
1852,0.0,77.0,3,4,3,3.0,2803.0,1,0,1,1.0,1.0,5.5
1853,0.0,109.0,3,2,3,0.0,1333.0,0,0,0,1.0,2.0,0.6
1854,0.0,71.0,2,2,0,3.0,790.0,0,0,0,1.0,1.0,0.6
1855,0.0,37.0,2,2,3,0.0,1050.0,0,0,0,0.0,0.0,1.24
1856,0.0,109.0,3,4,3,3.0,1805.0,1,0,1,1.0,2.0,1.55
1857,0.0,3.0,3,3,3,4.0,1940.0,1,0,1,1.0,2.0,1.2
1858,0.0,102.0,3,3,1,3.0,1750.0,0,0,0,0.0,0.0,1.58
1859,0.0,85.0,3,3,3,3.0,1600.0,0,0,1,2.0,0.0,1.82
1860,0.0,101.0,2,2,3,3.0,1263.0,0,0,1,2.0,0.0,1.15
1861,0.0,77.0,3,3,3,0.0,2506.0,1,0,2,1.0,0.0,5.3
1862,0.0,101.0,4,6,3,3.0,3890.0,1,0,1,0.0,2.0,1.91
1863,0.0,93.0,2,2,3,3.0,1325.0,0,0,1,1.0,2.0,1.12
1864,0.0,22.0,2,2,3,1.0,1276.0,0,0,1,0.0,1.0,1.55
1865,0.0,105.0,2,2,3,1.0,1103.0,0,0,1,1.0,1.0,0.97
1866,1.0,97.0,3,3,3,1.0,2162.76,1,0,1,1.0,1.0,4.7
1867,0.0,61.0,4,3,3,0.0,3982.0,1,0,1,1.0,2.0,6.0
1868,0.0,14.0,2,2,2,3.0,543.0,0,0,1,1.0,2.0,0.28
1869,1.0,54.0,3,3,1,0.0,1076.0,0,0,1,1.0,1.0,2.75
1870,0.0,96.0,2,2,2,3.0,1260.0,0,0,0,0.0,0.0,0.95
1871,0.0,85.0,3,3,3,1.0,1900.0,1,0,1,0.0,2.0,1.69
1872,0.0,87.0,4,4,3,1.0,4000.0,1,0,0,0.0,1.0,6.75
1873,0.0,85.0,2,2,3,1.0,1400.0,0,0,1,2.0,2.0,1.18
1874,1.0,0.0,4,6,1,3.0,62.0,0,0,1,1.0,1.0,1.6
1875,0.0,104.0,2,2,3,1.0,1350.0,0,0,1,1.0,1.0,0.92
1876,0.0,109.0,2,2,2,1.0,1498.0,0,0,1,1.0,2.0,0.62
1877,1.0,44.0,2,2,3,1.0,823.0,0,0,1,1.0,2.0,0.66
1878,0.0,73.0,3,3,3,0.0,1595.0,1,0,0,0.0,0.0,2.04
1879,1.0,56.0,4,4,2,3.0,1624.76,0,0,0,1.0,1.0,3.5
1880,0.0,107.0,2,2,1,4.0,767.0,0,0,1,1.0,2.0,0.38
1881,0.0,62.0,4,4,3,3.0,2300.0,0,0,1,2.0,1.0,2.1
1882,1.0,35.0,4,3,2,3.0,1796.92,0,1,1,1.0,1.0,5.8
1883,1.0,60.0,5,4,2,2.0,2367.2,0,0,1,1.0,1.0,3.5
1884,1.0,38.0,1,1,0,2.0,1000.0,0,0,1,1.0,1.0,0.6
1885,0.0,73.0,2,2,2,1.0,1278.0,0,0,1,1.0,1.0,1.58
1886,0.0,66.0,3,3,2,0.0,1700.0,0,0,0,1.0,2.0,1.44
1887,0.0,107.0,3,4,3,1.0,1765.0,1,0,1,2.0,2.0,1.0
1888,0.0,59.0,3,4,3,0.0,2252.0,1,0,0,2.0,1.0,2.64
1889,1.0,57.0,9,9,3,3.0,4650.0,1,0,0,2.0,2.0,5.25
1890,0.0,115.0,1,1,1,3.0,378.0,0,0,1,2.0,0.0,0.24
1891,1.0,1.0,3,2,1,3.0,128.0,0,0,1,1.0,1.0,0.44
1892,0.0,93.0,4,5,2,1.0,2675.0,1,0,1,1.0,2.0,2.55
1893,0.0,78.0,3,4,2,3.0,1800.0,1,0,0,0.0,0.0,2.1
1894,0.0,113.0,3,3,3,3.0,1790.0,1,0,1,1.0,1.0,1.16
1895,1.0,57.0,9,9,3,3.0,1936.8,0,1,0,2.0,1.0,5.15
1896,0.0,5.0,3,4,2,3.0,1670.0,1,0,1,1.0,2.0,1.2
1897,0.0,85.0,3,3,3,3.0,1600.0,1,0,1,1.0,2.0,1.55
1898,0.0,17.0,3,3,3,0.0,1833.0,0,0,1,1.0,1.0,1.1
1899,0.0,115.0,2,2,1,1.0,699.0,0,0,1,1.0,1.0,0.34
1900,0.0,107.0,3,3,3,3.0,1557.0,0,0,1,2.0,0.0,1.25
1901,0.0,105.0,3,3,2,1.0,1581.0,0,0,1,1.0,1.0,1.25
1902,0.0,82.0,3,3,2,3.0,1392.0,0,0,0,0.0,0.0,1.31
1903,1.0,65.0,4,4,3,1.0,2840.64,1,0,1,2.0,2.0,3.51
1904,1.0,34.0,5,5,3,0.0,1796.92,1,0,0,2.0,1.0,6.25
1905,1.0,16.0,5,6,3,3.0,3593.84,1,1,0,2.0,1.0,9.4
1906,0.0,109.0,3,3,3,3.0,1700.0,1,0,1,1.0,2.0,0.72
1907,1.0,34.0,5,6,3,0.0,2700.76,1,1,1,2.0,1.0,10.55
1908,0.0,101.0,4,5,3,3.0,2017.0,1,0,0,2.0,2.0,1.49
1909,1.0,30.0,5,5,2,2.0,4550.0,0,0,2,2.0,1.0,5.7
1910,0.0,115.0,2,2,1,3.0,650.0,0,0,1,1.0,0.0,0.42
1911,0.0,65.0,3,3,3,2.0,2119.0,1,0,1,2.0,2.0,3.85
1912,0.0,67.0,1,1,1,0.0,543.0,0,0,1,1.0,1.0,0.6
1913,0.0,102.0,4,4,3,0.0,2139.0,1,0,1,2.0,0.0,1.54
1914,0.0,11.0,4,4,3,3.0,2953.0,1,0,0,0.0,0.0,2.63
1915,0.0,115.0,2,2,2,3.0,711.0,0,0,1,1.0,2.0,0.3
1916,0.0,16.0,3,2,3,3.0,1701.0,0,0,1,2.0,2.0,1.26
1917,1.0,58.0,4,4,3,3.0,3152.68,1,1,0,0.0,1.0,8.25
1918,0.0,96.0,3,3,0,3.0,1780.0,0,0,1,1.0,2.0,0.9
1919,0.0,107.0,4,4,3,0.0,2468.0,0,0,1,2.0,0.0,1.8
1920,0.0,22.0,3,3,2,4.0,1429.0,0,0,1,2.0,2.0,1.93
1921,0.0,101.0,2,2,3,3.0,1464.0,0,1,1,2.0,1.0,1.1
1922,0.0,91.0,3,4,3,1.0,1600.0,1,0,0,2.0,0.0,2.1
1923,0.0,59.0,3,3,3,2.0,1633.0,0,0,0,2.0,1.0,1.95
1924,0.0,20.0,4,5,3,0.0,2670.0,1,0,1,2.0,0.0,3.65
1925,0.0,107.0,4,4,3,0.0,2139.0,1,1,1,1.0,2.0,1.42
1926,0.0,90.0,3,3,2,3.0,1628.0,0,0,1,2.0,1.0,1.92
1927,0.0,79.0,1,1,0,3.0,610.0,0,0,1,1.0,1.0,0.8
1928,0.0,99.0,3,3,2,3.0,1575.0,0,1,0,0.0,1.0,1.0
1929,0.0,84.0,6,7,3,3.0,5333.0,1,0,1,2.0,1.0,5.0
1930,0.0,47.0,2,3,3,3.0,1300.0,0,0,1,2.0,2.0,0.87
1931,0.0,43.0,2,2,2,1.0,1533.0,0,0,1,2.0,0.0,1.1
1932,0.0,16.0,3,4,3,1.0,2339.0,1,0,1,2.0,2.0,2.3
1933,0.0,47.0,3,3,3,3.0,1845.0,1,0,1,1.0,1.0,1.43
1934,0.0,74.0,1,1,0,3.0,639.0,0,0,1,1.0,1.0,0.9
1935,0.0,61.0,3,3,3,3.0,1894.0,0,0,0,2.0,0.0,2.5
1936,1.0,35.0,7,9,3,0.0,8995.36,1,1,2,2.0,1.0,31.5
1937,0.0,105.0,3,3,3,3.0,1923.0,1,0,1,2.0,2.0,1.5
1938,0.0,85.0,2,2,3,1.0,1400.0,0,0,1,2.0,2.0,1.15
1939,1.0,58.0,4,6,3,2.0,3238.76,1,0,1,1.0,1.0,8.5
1940,0.0,82.0,4,5,3,3.0,2910.0,0,0,1,1.0,0.0,3.25
1941,0.0,115.0,2,2,3,4.0,1050.0,0,0,1,2.0,2.0,0.95
1942,0.0,115.0,2,2,2,3.0,789.0,0,0,2,1.0,2.0,0.45
1943,0.0,115.0,2,2,2,3.0,556.0,0,0,1,1.0,2.0,0.35
1944,0.0,9.0,3,4,3,3.0,1700.0,1,0,0,0.0,2.0,1.7
1945,0.0,93.0,3,3,2,3.0,1212.0,0,0,0,0.0,1.0,1.25
1946,0.0,15.0,2,2,2,3.0,1235.0,0,0,0,0.0,2.0,0.65
1947,0.0,99.0,3,3,3,1.0,1162.0,0,0,0,1.0,2.0,0.75
1948,1.0,32.0,4,4,3,3.0,2500.0,1,0,0,1.0,1.0,2.9
1949,0.0,81.0,3,3,3,3.0,1845.0,0,0,0,2.0,0.0,1.78
1950,0.0,5.0,3,2,2,0.0,1502.0,0,0,1,1.0,2.0,0.75
1951,0.0,82.0,3,3,2,3.0,1428.0,0,0,1,2.0,2.0,1.55
1952,0.0,100.0,2,2,1,3.0,528.0,0,0,1,1.0,2.0,0.35
1953,0.0,59.0,5,5,3,0.0,3724.0,1,0,1,1.0,0.0,4.52
1954,0.0,115.0,2,2,2,1.0,616.0,0,0,1,2.0,0.0,0.35
1955,1.0,40.0,4,3,2,2.0,1070.0,0,0,1,1.0,1.0,0.95
1956,0.0,69.0,2,2,1,3.0,1528.0,0,0,0,1.0,2.0,2.2
1957,0.0,82.0,3,3,2,3.0,1381.0,0,0,1,0.0,1.0,1.44
1958,1.0,54.0,6,6,3,3.0,1936.8,1,0,0,1.0,1.0,5.8
1959,0.0,115.0,2,2,2,3.0,720.0,0,0,1,1.0,1.0,0.39
1960,0.0,99.0,3,3,2,3.0,1972.0,0,0,0,2.0,1.0,1.42
1961,0.0,47.0,2,3,3,1.0,1428.0,0,0,1,1.0,2.0,0.87
1962,0.0,113.0,2,2,2,1.0,1133.0,0,0,1,1.0,1.0,0.85
1963,0.0,101.0,3,4,2,3.0,1650.0,1,0,1,1.0,2.0,1.2
1964,0.0,108.0,2,2,2,3.0,1148.0,0,1,1,2.0,2.0,0.87
1965,0.0,77.0,3,3,3,3.0,1081.0,1,0,0,2.0,2.0,1.75
1966,1.0,16.0,5,5,2,3.0,2431.76,1,0,1,2.0,1.0,6.2
1967,1.0,73.0,3,3,3,4.0,1549.0,0,0,1,2.0,2.0,2.01
1968,1.0,40.0,1,1,0,0.0,1500.0,0,0,1,1.0,1.0,1.0
1969,0.0,61.0,3,4,3,2.0,2819.0,1,0,0,2.0,2.0,3.25
1970,0.0,105.0,2,2,2,4.0,1103.0,0,0,1,1.0,2.0,1.05
1971,1.0,43.0,6,7,3,3.0,4949.599999999999,1,1,0,2.0,1.0,9.55
1972,0.0,91.0,2,2,2,3.0,1126.0,0,0,1,2.0,1.0,0.99
1973,0.0,115.0,2,2,1,1.0,699.0,0,0,1,2.0,1.0,0.35
1974,0.0,100.0,2,2,3,3.0,1361.0,0,0,0,1.0,2.0,1.15
1975,0.0,84.0,3,5,3,3.0,1527.0,1,0,1,2.0,2.0,1.66
1976,0.0,114.0,3,3,3,2.0,1433.0,0,0,1,1.0,2.0,0.75
1977,0.0,80.0,3,3,2,1.0,1346.0,0,1,0,2.0,1.0,1.6
1978,0.0,109.0,2,2,3,3.0,846.0,0,0,1,1.0,1.0,0.78
1979,0.0,10.0,2,2,0,3.0,750.0,0,0,1,1.0,2.0,0.5
1980,0.0,10.0,3,3,3,3.0,1725.0,1,1,0,1.0,0.0,1.34
1981,0.0,99.0,3,3,3,3.0,1674.0,1,1,0,0.0,2.0,1.6
1982,0.0,65.0,3,3,3,0.0,1900.0,1,0,0,2.0,1.0,1.55
1983,0.0,9.0,3,3,3,3.0,1676.0,0,0,1,2.0,2.0,1.95
1984,0.0,16.0,3,3,3,3.0,1550.0,0,0,1,2.0,2.0,1.6
1985,0.0,9.0,3,3,3,3.0,1315.0,1,0,0,2.0,2.0,1.52
1986,0.0,51.0,2,2,1,3.0,833.0,0,0,0,1.0,1.0,0.42
1987,0.0,115.0,3,3,3,3.0,1599.0,0,0,1,0.0,1.0,0.91
1988,0.0,48.0,3,3,3,3.0,1990.0,0,0,1,2.0,2.0,1.1
1989,0.0,43.0,3,3,3,1.0,2667.0,1,1,1,2.0,1.0,3.3
1990,0.0,85.0,3,3,3,3.0,1946.0,0,1,0,2.0,1.0,2.3
